0.178927 999.981387
13.830356 998.614300
14.280686 998.568619
26.386758 997.356716
27.274446 997.267299
37.380271 996.256069
40.046238 995.987528
40.493842 995.942120
49.383640 995.051844
52.057118 994.783848
52.060833 994.781339
52.061510 994.780345
52.062823 994.779657
52.063500 994.778663
52.064754 994.777981
52.065431 994.776987
53.339974 994.648415
53.341056 994.647582
55.000978 994.481051
55.002247 994.479801
55.002901 994.479078
55.003985 994.478686
55.004347 994.478381
55.004662 994.477692
55.005360 994.477387
55.005754 994.477026
55.006117 994.476721
55.006431 994.475776
55.007386 994.475471
55.008300 994.475058
55.008662 994.474753
55.008977 994.473808
55.009931 994.473503
55.010465 994.473128
55.011142 994.471878
55.013253 994.470867
55.022522 994.461617
55.022996 994.461248
55.023359 994.460943
55.023673 994.451998
55.032628 994.451692
55.033202 994.451313
55.033564 994.451008
55.033879 994.450063
55.034833 994.449758
55.035327 994.449387
55.036004 994.448137
55.037995 994.447138
55.047264 994.437888
55.047738 994.437519
55.048101 994.437214
55.048415 994.428269
55.057370 994.427964
55.057904 994.427589
55.058266 994.427284
55.058581 994.426339
55.059535 994.426034
55.060049 994.425661
55.060726 994.424411
55.062697 994.423414
55.071966 994.414163
55.072783 994.413491
55.082052 994.404241
55.082566 994.403868
55.082928 994.403563
55.083243 994.394618
55.092197 994.394313
55.092611 994.393950
55.092974 994.393645
55.093288 994.392700
55.094243 994.392395
55.095077 994.391990
55.095439 994.391685
55.095754 994.382740
55.104708 994.382435
55.105202 994.382064
55.105564 994.381759
55.105879 994.380814
55.106833 994.380509
55.107487 994.380122
55.108164 994.378872
55.109855 994.377902
55.119124 994.368652
55.119538 994.368289
55.120215 994.367039
55.121544 994.366375
55.121907 994.366070
55.122221 994.357125
55.131176 994.356820
55.131550 994.356461
55.131912 994.356156
55.132227 994.355211
55.133181 994.354906
55.134148 994.354219
55.143417 994.344969
55.143911 994.344598
55.144588 994.343348
55.146519 994.342354
55.155788 994.333104
55.156382 994.332723
55.156745 994.332418
55.157059 994.323473
55.166014 994.323168
55.166548 994.322793
55.166910 994.322488
55.167225 994.321543
55.168179 994.321238
55.169046 994.320561
55.178315 994.311311
55.178909 994.310930
55.179272 994.310625
55.179586 994.301680
55.188541 994.301375
55.188895 994.301018
55.189572 994.299768
55.190881 994.299106
55.191244 994.298800
55.191558 994.289855
55.200513 994.289550
55.201107 994.289169
55.201469 994.288864
55.201784 994.287919
55.202738 994.287614
55.203605 994.286937
55.212874 994.277687
55.213408 994.277312
55.214085 994.276062
55.216176 994.275053
55.225445 994.265803
55.225979 994.265428
55.226341 994.265123
55.226656 994.256178
55.235610 994.255873
55.236104 994.255502
55.236467 994.255197
55.236781 994.254251
55.237736 994.253946
55.238562 994.253273
55.247831 994.244023
55.248276 994.243657
55.248638 994.243352
55.248953 994.242407
55.249907 994.242102
55.250481 994.241723
55.250844 994.241418
55.251158 994.232473
55.260113 994.232168
55.260567 994.231801
55.261244 994.230551
55.262553 994.229889
55.262916 994.229584
55.263230 994.220639
55.272185 994.220334
55.272759 994.219955
55.273121 994.219649
55.273436 994.218704
55.274390 994.218399
55.274924 994.218024
55.275601 994.216774
55.277332 994.215801
55.286601 994.206551
55.287318 994.205889
55.296587 994.196639
55.297141 994.196262
55.297818 994.195012
